会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
20158,HPM,皇富矿业,出售,4151,5.19,21543.69,215.44,交易完成,"2016-06-27 15:46:11"
K91204402,HPM,皇富矿业,出售,36000,5.19,186840.00,1868.40,交易完成,"2016-06-27 15:46:10"
11123,HPM,皇富矿业,出售,2408,5.19,12497.52,124.98,交易完成,"2016-06-27 15:45:41"
SXY02,HPM,皇富矿业,出售,17831,5.19,92542.89,925.43,交易完成,"2016-06-27 15:45:38"
hfj1350948,HPM,皇富矿业,出售,2435,5.19,12637.65,126.38,交易完成,"2016-06-27 15:45:19"
57929,HPM,皇富矿业,出售,2551,5.19,13239.69,132.40,交易完成,"2016-06-27 15:45:06"
88068453,HPM,皇富矿业,出售,6921,5.19,35919.99,359.20,交易完成,"2016-06-27 15:44:46"
28753562,HPM,皇富矿业,出售,33658,5.19,174685.02,1746.85,交易完成,"2016-06-27 15:44:37"
41646069,HPM,皇富矿业,出售,10059,5.19,52206.21,522.06,交易完成,"2016-06-27 15:44:34"
999888,HPM,皇富矿业,出售,2187,5.19,11350.53,113.51,交易完成,"2016-06-27 15:44:16"
phn0515,HPM,皇富矿业,购买,8,5.19,41.52,0.00,交易完成,"2016-06-27 15:44:13"
3366998,HPM,皇富矿业,出售,22870,5.19,118695.30,1186.95,交易完成,"2016-06-27 15:44:06"
74234256,HPM,皇富矿业,出售,12051,5.19,62544.69,625.45,交易完成,"2016-06-27 15:43:23"
mjq168,HPM,皇富矿业,出售,5464,5.19,28358.16,283.58,交易完成,"2016-06-27 15:43:21"
158999,HPM,皇富矿业,出售,5048,5.19,26199.12,261.99,交易完成,"2016-06-27 15:43:10"
108888,HPM,皇富矿业,出售,9837,5.19,51054.03,510.54,交易完成,"2016-06-27 15:43:08"
71720,HPM,皇富矿业,出售,24357,5.19,126412.83,1264.13,交易完成,"2016-06-27 15:42:33"
99993612,HPM,皇富矿业,出售,2650,5.19,13753.50,137.54,交易完成,"2016-06-27 15:42:27"
52756668,HPM,皇富矿业,出售,8860,5.19,45983.40,459.83,交易完成,"2016-06-27 15:42:24"
009009112,HPM,皇富矿业,出售,6004,5.19,31160.76,311.61,交易完成,"2016-06-27 15:42:09"
169999,HPM,皇富矿业,出售,17534,5.19,91001.46,910.01,交易完成,"2016-06-27 15:42:03"
LL158,HPM,皇富矿业,出售,18038,5.19,93617.22,936.17,交易完成,"2016-06-27 15:41:51"
76559616,HPM,皇富矿业,出售,9,5.19,46.71,0.47,交易完成,"2016-06-27 15:41:30"
74634090,HPM,皇富矿业,出售,18077,5.19,93819.63,938.20,交易完成,"2016-06-27 15:41:19"
73184438,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 15:41:15"
99994333,HPM,皇富矿业,出售,2650,5.19,13753.50,137.54,交易完成,"2016-06-27 15:41:05"
JRH669,HPM,皇富矿业,出售,53619,5.19,278282.61,2782.83,交易完成,"2016-06-27 15:41:03"
159999,HPM,皇富矿业,出售,5482,5.19,28451.58,284.52,交易完成,"2016-06-27 15:40:55"
009009888,HPM,皇富矿业,出售,10219,5.19,53036.61,530.37,交易完成,"2016-06-27 15:40:45"
258258,HPM,皇富矿业,出售,8548,5.19,44364.12,443.64,交易完成,"2016-06-27 15:40:36"
666888,HPM,皇富矿业,出售,9317,5.19,48355.23,483.55,交易完成,"2016-06-27 15:40:34"
009009322,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 15:40:23"
LZQ88,HPM,皇富矿业,出售,52567,5.19,272822.73,2728.23,交易完成,"2016-06-27 15:40:12"
my1818,HPM,皇富矿业,出售,10143,5.19,52642.17,526.42,交易完成,"2016-06-27 15:40:00"
43549979,HPM,皇富矿业,出售,10254,5.19,53218.26,532.18,交易完成,"2016-06-27 15:39:51"
80824068,HPM,皇富矿业,出售,8896,5.19,46170.24,461.70,交易完成,"2016-06-27 15:39:28"
YT197198,HPM,皇富矿业,出售,1600,5.19,8304.00,83.04,交易完成,"2016-06-27 15:39:24"
76559616,HPM,皇富矿业,出售,83194,5.19,431776.86,4317.77,交易完成,"2016-06-27 15:39:22"
286175032,HPM,皇富矿业,出售,2500,5.19,12975.00,129.75,交易完成,"2016-06-27 15:39:01"
009009016,HPM,皇富矿业,出售,2114,5.19,10971.66,109.72,交易完成,"2016-06-27 15:38:58"
45566888,HPM,皇富矿业,出售,15623,5.19,81083.37,810.83,交易完成,"2016-06-27 15:38:48"
LZS168,HPM,皇富矿业,出售,100393,5.19,521039.67,5210.40,交易完成,"2016-06-27 15:38:39"
99998002,HPM,皇富矿业,出售,13120,5.19,68092.80,680.93,交易完成,"2016-06-27 15:38:30"
784888,HPM,皇富矿业,出售,14742,5.19,76510.98,765.11,交易完成,"2016-06-27 15:38:10"
jbj01,HPM,皇富矿业,出售,1467,5.19,7613.73,76.14,交易完成,"2016-06-27 15:38:06"
60382158,HPM,皇富矿业,出售,85000,5.19,441150.00,4411.50,交易完成,"2016-06-27 15:37:54"
LMJ01,HPM,皇富矿业,出售,3229,5.19,16758.51,167.59,交易完成,"2016-06-27 15:37:35"
yl1234562,HPM,皇富矿业,出售,5659,5.19,29370.21,293.70,交易完成,"2016-06-27 15:37:34"
01665381,HPM,皇富矿业,出售,9211,5.19,47805.09,478.05,交易完成,"2016-06-27 15:37:26"
64790685,HPM,皇富矿业,出售,50,5.19,259.50,2.60,交易完成,"2016-06-27 15:37:25"
99993003,HPM,皇富矿业,出售,63725,5.19,330732.75,3307.33,交易完成,"2016-06-27 15:37:06"
64790685,HPM,皇富矿业,出售,70,5.19,363.30,3.63,交易完成,"2016-06-27 15:36:23"
20001586,HPM,皇富矿业,出售,2851,5.19,14796.69,147.97,交易完成,"2016-06-27 15:36:08"
91301520,HPM,皇富矿业,出售,20111,5.19,104376.09,1043.76,交易完成,"2016-06-27 15:35:52"
55587,HPM,皇富矿业,出售,11448,5.19,59415.12,594.15,交易完成,"2016-06-27 15:35:48"
XGF001,HPM,皇富矿业,出售,4708,5.19,24434.52,244.35,交易完成,"2016-06-27 15:35:10"
83218161,HPM,皇富矿业,出售,8738,5.19,45350.22,453.50,交易完成,"2016-06-27 15:34:53"
33230286,HPM,皇富矿业,购买,230,5.19,1193.70,0.00,交易完成,"2016-06-27 15:34:47"
MYH01,HPM,皇富矿业,出售,3803,5.19,19737.57,197.38,交易完成,"2016-06-27 15:34:22"
80606666,PPE,越南电力油气咨询工程公司,出售,233278,4.87,1136063.86,11360.64,交易完成,"2016-06-27 15:33:50"
86327316,HPM,皇富矿业,出售,19029,5.19,98760.51,987.61,交易完成,"2016-06-27 15:33:28"
ZXH123,HPM,皇富矿业,出售,3526,5.19,18299.94,183.00,交易完成,"2016-06-27 15:33:24"
55927789,HPM,皇富矿业,出售,6750,5.19,35032.50,350.33,交易完成,"2016-06-27 15:33:19"
2765,HPM,皇富矿业,出售,450,5.19,2335.50,23.36,交易完成,"2016-06-27 15:33:15"
55588,HPM,皇富矿业,出售,154886,5.19,803858.34,8038.58,交易完成,"2016-06-27 15:33:01"
1863706258,HPM,皇富矿业,出售,39499,5.19,204999.81,2050.00,交易完成,"2016-06-27 15:32:50"
66660509,HPM,皇富矿业,出售,53550,5.19,277924.50,2779.25,交易完成,"2016-06-27 15:32:46"
YT6789,PPE,越南电力油气咨询工程公司,购买,142,4.87,691.54,0.00,交易完成,"2016-06-27 15:32:46"
LBL,HPM,皇富矿业,出售,11696,5.19,60702.24,607.02,交易完成,"2016-06-27 15:32:36"
QD168,HPM,皇富矿业,出售,410,5.19,2127.90,21.28,交易完成,"2016-06-27 15:32:34"
QD168,HPM,皇富矿业,出售,410,5.19,2127.90,21.28,交易完成,"2016-06-27 15:32:28"
20016,HPM,皇富矿业,出售,5119,5.19,26567.61,265.68,交易完成,"2016-06-27 15:31:53"
19951878,HPM,皇富矿业,出售,2420,5.19,12559.80,125.60,交易完成,"2016-06-27 15:31:00"
18818899,HPM,皇富矿业,出售,5806,5.19,30133.14,301.33,交易完成,"2016-06-27 15:30:50"
01665381,HPM,皇富矿业,出售,8500,5.19,44115.00,441.15,交易完成,"2016-06-27 15:30:46"
99993036,HPM,皇富矿业,出售,9500,5.19,49305.00,493.05,交易完成,"2016-06-27 15:30:44"
05050575,HPM,皇富矿业,购买,867,5.19,4499.73,0.00,交易完成,"2016-06-27 15:30:41"
7628588,HPM,皇富矿业,出售,5690,5.19,29531.10,295.31,交易完成,"2016-06-27 15:30:33"
YT379,HPM,皇富矿业,出售,17016,5.19,88313.04,883.13,交易完成,"2016-06-27 15:30:23"
99996111,HPM,皇富矿业,出售,4820,5.19,25015.80,250.16,交易完成,"2016-06-27 15:29:34"
666888,HPM,皇富矿业,出售,9500,5.19,49305.00,493.05,交易完成,"2016-06-27 15:29:21"
HJ889,HPM,皇富矿业,出售,1,5.19,5.19,0.05,交易完成,"2016-06-27 15:29:06"
81479417,HPM,皇富矿业,出售,15586,5.19,80891.34,808.91,交易完成,"2016-06-27 15:28:29"
YT886712,HPM,皇富矿业,购买,9000,5.19,46710.00,0.00,交易完成,"2016-06-27 15:28:13"
K83759256,HPM,皇富矿业,出售,2793,5.19,14495.67,144.96,交易完成,"2016-06-27 15:27:50"
WNF168,HPM,皇富矿业,出售,4000,5.19,20760.00,207.60,交易完成,"2016-06-27 15:27:44"
YT269999,HPM,皇富矿业,购买,11,5.19,57.09,0.00,交易完成,"2016-06-27 15:27:39"
0995888,HPM,皇富矿业,出售,7975,5.19,41390.25,413.90,交易完成,"2016-06-27 15:27:35"
31300202,HPM,皇富矿业,出售,56412,5.19,292778.28,2927.78,交易完成,"2016-06-27 15:27:33"
36002263,HPM,皇富矿业,出售,254924,5.19,1323055.56,13230.56,交易完成,"2016-06-27 15:27:26"
3206,HPM,皇富矿业,出售,2450,5.19,12715.50,127.16,交易完成,"2016-06-27 15:26:55"
yt04,HPM,皇富矿业,出售,2430,5.19,12611.70,126.12,交易完成,"2016-06-27 15:26:02"
96649337,HPM,皇富矿业,出售,40000,5.19,207600.00,2076.00,交易完成,"2016-06-27 15:25:55"
99996006,HPM,皇富矿业,出售,6815,5.19,35369.85,353.70,交易完成,"2016-06-27 15:25:34"
20150815,HPM,皇富矿业,出售,8992,5.19,46668.48,466.68,交易完成,"2016-06-27 15:25:34"
20150815,HPM,皇富矿业,出售,8992,5.19,46668.48,466.68,交易完成,"2016-06-27 15:25:30"
999991616,HPM,皇富矿业,出售,2356,5.19,12227.64,122.28,交易完成,"2016-06-27 15:25:04"
jbj01,HPM,皇富矿业,出售,2000,5.19,10380.00,103.80,交易完成,"2016-06-27 15:24:16"
MWS0001,HPM,皇富矿业,出售,10340,5.19,53664.60,536.65,交易完成,"2016-06-27 15:24:09"
85236168,HPM,皇富矿业,出售,13140,5.19,68196.60,681.97,交易完成,"2016-06-27 15:23:54"
563,HPM,皇富矿业,出售,19174,5.19,99513.06,995.13,交易完成,"2016-06-27 15:22:36"
GHT001,HPM,皇富矿业,出售,9321,5.19,48375.99,483.76,交易完成,"2016-06-27 15:21:36"
90888277,HPM,皇富矿业,出售,14600,5.19,75774.00,757.74,交易完成,"2016-06-27 15:21:33"
WJ888,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 15:21:11"
YW55813,HPM,皇富矿业,出售,3997,5.19,20744.43,207.44,交易完成,"2016-06-27 15:20:56"
025588,HPM,皇富矿业,出售,20000,5.19,103800.00,1038.00,交易完成,"2016-06-27 15:20:53"
LXX001,HPM,皇富矿业,出售,40000,5.19,207600.00,2076.00,交易完成,"2016-06-27 15:20:50"
18818899,HPM,皇富矿业,出售,10000,5.19,51900.00,519.00,交易完成,"2016-06-27 15:20:36"
MXY001,HPM,皇富矿业,出售,47280,5.19,245383.20,2453.83,交易完成,"2016-06-27 15:20:29"
PYT6668,HPM,皇富矿业,出售,8608,5.19,44675.52,446.76,交易完成,"2016-06-27 15:20:29"
P84433746,HPM,皇富矿业,出售,785,5.19,4074.15,40.74,交易完成,"2016-06-27 15:20:20"
XZX001,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 15:20:17"
YT269999,HPM,皇富矿业,购买,500,5.19,2595.00,0.00,交易完成,"2016-06-27 15:19:42"
RIN001,HPM,皇富矿业,出售,9800,5.19,50862.00,508.62,交易完成,"2016-06-27 15:19:24"
LYJ123,HPM,皇富矿业,出售,213066,5.19,1105812.54,11058.13,交易完成,"2016-06-27 15:19:22"
18602108,HPM,皇富矿业,出售,100,5.19,519.00,5.19,交易完成,"2016-06-27 15:18:54"
06081366,HPM,皇富矿业,出售,40,5.19,207.60,2.08,交易完成,"2016-06-27 15:18:41"
15828202,HPM,皇富矿业,出售,2700,5.19,14013.00,140.13,交易完成,"2016-06-27 15:17:41"
60572725,HPM,皇富矿业,出售,13000,5.19,67470.00,674.70,交易完成,"2016-06-27 15:17:02"
8890288,HPM,皇富矿业,出售,400,5.19,2076.00,20.76,交易完成,"2016-06-27 15:16:30"
90888278,HPM,皇富矿业,出售,12920,5.19,67054.80,670.55,交易完成,"2016-06-27 15:16:11"
72738127,HPM,皇富矿业,出售,19038,5.19,98807.22,988.07,交易完成,"2016-06-27 15:15:26"
25598923,HPM,皇富矿业,出售,4000,5.19,20760.00,207.60,交易完成,"2016-06-27 15:14:50"
56888888,HPM,皇富矿业,出售,10115,5.19,52496.85,524.97,交易完成,"2016-06-27 15:14:09"
XLY001,HPM,皇富矿业,出售,45426,5.19,235760.94,2357.61,交易完成,"2016-06-27 15:14:02"
7298888,HPM,皇富矿业,出售,8469,5.19,43954.11,439.54,交易完成,"2016-06-27 15:13:32"
YT6668,HPM,皇富矿业,出售,2899,5.19,15045.81,150.46,交易完成,"2016-06-27 15:13:21"
00100115,HPM,皇富矿业,出售,1570,5.19,8148.30,81.48,交易完成,"2016-06-27 15:13:12"
8885813,HPM,皇富矿业,出售,70623,5.19,366533.37,3665.33,交易完成,"2016-06-27 15:11:52"
42050778,HPM,皇富矿业,出售,2450,5.19,12715.50,127.16,交易完成,"2016-06-27 15:11:51"
64602235,HPM,皇富矿业,出售,4000,5.19,20760.00,207.60,交易完成,"2016-06-27 15:11:23"
YT6668,HPM,皇富矿业,出售,1,5.19,5.19,0.05,交易完成,"2016-06-27 15:11:22"
99997233,HPM,皇富矿业,出售,30000,5.19,155700.00,1557.00,交易完成,"2016-06-27 15:11:00"
YT1972,HPM,皇富矿业,出售,20000,5.19,103800.00,1038.00,交易完成,"2016-06-27 15:10:52"
8890284,HPM,皇富矿业,出售,46667,5.19,242201.73,2422.02,交易完成,"2016-06-27 15:09:55"
TIM168,HPM,皇富矿业,出售,15000,5.19,77850.00,778.50,交易完成,"2016-06-27 15:09:07"
1590338180,HPM,皇富矿业,出售,3000,5.19,15570.00,155.70,交易完成,"2016-06-27 15:07:33"
32785335,HPM,皇富矿业,出售,59639,5.19,309526.41,3095.26,交易完成,"2016-06-27 15:07:07"
50748989,HPM,皇富矿业,出售,2000,5.19,10380.00,103.80,交易完成,"2016-06-27 15:06:50"
1891189,HPM,皇富矿业,出售,600,5.19,3114.00,31.14,交易完成,"2016-06-27 15:06:42"
YT6619,HPM,皇富矿业,出售,11650,5.19,60463.50,604.64,交易完成,"2016-06-27 15:05:47"
Laz6688,HPM,皇富矿业,出售,2569,5.19,13333.11,133.33,交易完成,"2016-06-27 15:05:36"
19980131,HPM,皇富矿业,出售,978,5.19,5075.82,50.76,交易完成,"2016-06-27 15:03:43"
TCM888,HPM,皇富矿业,出售,2251,5.19,11682.69,116.83,交易完成,"2016-06-27 15:02:12"
69268569,HPM,皇富矿业,出售,1735,5.19,9004.65,90.05,交易完成,"2016-06-27 15:01:54"
PHHS888,HPM,皇富矿业,出售,3934,5.19,20417.46,204.17,交易完成,"2016-06-27 15:01:10"
882355,HPM,皇富矿业,购买,1740,5.19,9030.60,0.00,交易完成,"2016-06-27 15:00:03"
882355,HPM,皇富矿业,购买,1740,5.19,9030.60,0.00,交易完成,"2016-06-27 14:59:55"
178188,HPM,皇富矿业,出售,5298,5.19,27496.62,274.97,交易完成,"2016-06-27 14:59:48"
8890286,HPM,皇富矿业,出售,8043,5.19,41743.17,417.43,交易完成,"2016-06-27 14:59:45"
8890281,HPM,皇富矿业,出售,50000,5.19,259500.00,2595.00,交易完成,"2016-06-27 14:58:16"
111888,HPM,皇富矿业,出售,25298,5.19,131296.62,1312.97,交易完成,"2016-06-27 14:57:48"
128198,HPM,皇富矿业,出售,3853,5.19,19997.07,199.97,交易完成,"2016-06-27 14:57:26"
69268569,HPM,皇富矿业,出售,6000,5.19,31140.00,311.40,交易完成,"2016-06-27 14:57:08"
HYP001,HPM,皇富矿业,出售,20000,5.19,103800.00,1038.00,交易完成,"2016-06-27 14:56:43"
K75434776,PPE,越南电力油气咨询工程公司,购买,608,4.87,2960.96,0.00,交易完成,"2016-06-27 14:56:23"
K75467495,PPE,越南电力油气咨询工程公司,购买,608,4.87,2960.96,0.00,交易完成,"2016-06-27 14:55:04"
YT269269,PPE,越南电力油气咨询工程公司,购买,1000,4.87,4870.00,0.00,交易完成,"2016-06-27 14:54:38"
99991818,HPM,皇富矿业,出售,1880,5.19,9757.20,97.57,交易完成,"2016-06-27 14:53:44"
K75501420,PPE,越南电力油气咨询工程公司,购买,608,4.87,2960.96,0.00,交易完成,"2016-06-27 14:53:29"
3043,HPM,皇富矿业,出售,10,5.19,51.90,0.52,交易完成,"2016-06-27 14:53:01"
3043,HPM,皇富矿业,出售,20,5.19,103.80,1.04,交易完成,"2016-06-27 14:52:02"
80130591,HPM,皇富矿业,购买,2000,5.19,10380.00,0.00,交易完成,"2016-06-27 14:51:37"
80130591,PPE,越南电力油气咨询工程公司,购买,1500,4.87,7305.00,0.00,交易完成,"2016-06-27 14:50:56"
ZMY002,PPE,越南电力油气咨询工程公司,购买,4751,4.87,23137.37,0.00,交易完成,"2016-06-27 14:50:45"
3043,HPM,皇富矿业,出售,2420,5.19,12559.80,125.60,交易完成,"2016-06-27 14:50:31"
92441236,PPE,越南电力油气咨询工程公司,购买,1049,4.87,5108.63,0.00,交易完成,"2016-06-27 14:49:14"
00100116,HPM,皇富矿业,出售,1857,5.19,9637.83,96.38,交易完成,"2016-06-27 14:47:46"
PYT7977,HPM,皇富矿业,出售,815,5.19,4229.85,42.30,交易完成,"2016-06-27 14:46:05"
YT197003,PPE,越南电力油气咨询工程公司,购买,3000,4.87,14610.00,0.00,交易完成,"2016-06-27 14:44:14"
89379693,HPM,皇富矿业,出售,2814,5.19,14604.66,146.05,交易完成,"2016-06-27 14:44:04"
YT269999,PPE,越南电力油气咨询工程公司,购买,1000,4.87,4870.00,0.00,交易完成,"2016-06-27 14:43:44"
YT7977,HPM,皇富矿业,出售,22547,5.19,117018.93,1170.19,交易完成,"2016-06-27 14:43:11"
10675523,HPM,皇富矿业,出售,7872,5.19,40855.68,408.56,交易完成,"2016-06-27 14:40:57"
7588802,HPM,皇富矿业,出售,2583,5.19,13405.77,134.06,交易完成,"2016-06-27 14:32:38"
99999369,HPM,皇富矿业,出售,8840,5.19,45879.60,458.80,交易完成,"2016-06-27 14:30:15"
91697569,HPM,皇富矿业,购买,9963,5.19,51707.97,0.00,交易完成,"2016-06-27 14:27:25"
99992206,HPM,皇富矿业,出售,2500,5.19,12975.00,129.75,交易完成,"2016-06-27 14:26:57"
GRJ001,HPM,皇富矿业,购买,17,5.19,88.23,0.00,交易完成,"2016-06-27 14:26:57"
99992206,HPM,皇富矿业,出售,2595,5.19,13468.05,134.68,交易完成,"2016-06-27 14:24:33"
PHYP0010,HPM,皇富矿业,出售,13944,5.19,72369.36,723.69,交易完成,"2016-06-27 14:22:41"
YT6678,HPM,皇富矿业,购买,11000,5.19,57090.00,0.00,交易完成,"2016-06-27 14:21:04"
19580708,HPM,皇富矿业,购买,151,5.19,783.69,0.00,交易完成,"2016-06-27 14:18:56"
2015008,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 14:17:07"
99998899,HPM,皇富矿业,出售,2450,5.19,12715.50,127.16,交易完成,"2016-06-27 14:16:08"
YT080921,HPM,皇富矿业,出售,40700,5.19,211233.00,2112.33,交易完成,"2016-06-27 14:14:20"
99998899,HPM,皇富矿业,出售,7495,5.19,38899.05,388.99,交易完成,"2016-06-27 14:13:41"
YT198811,HPM,皇富矿业,购买,5000,5.19,25950.00,0.00,交易完成,"2016-06-27 14:12:35"
LCX668,HPM,皇富矿业,购买,57,5.19,295.83,0.00,交易完成,"2016-06-27 14:08:10"
23838616,HPM,皇富矿业,出售,12869,5.19,66790.11,667.90,交易完成,"2016-06-27 14:07:31"
111777,HPM,皇富矿业,出售,2415,5.19,12533.85,125.34,交易完成,"2016-06-27 14:05:48"
99991689,HPM,皇富矿业,出售,2500,5.19,12975.00,129.75,交易完成,"2016-06-27 14:05:04"
15815868,PPE,越南电力油气咨询工程公司,购买,1,4.89,4.89,0.00,交易完成,"2016-06-27 14:01:48"
20150401,HPM,皇富矿业,购买,1,5.19,5.19,0.00,交易完成,"2016-06-27 14:01:18"
2319482,PPE,越南电力油气咨询工程公司,购买,3864,4.89,18894.96,0.00,交易完成,"2016-06-27 12:30:40"
00100128,HPM,皇富矿业,出售,2922,5.19,15165.18,151.65,交易完成,"2016-06-27 12:29:08"
99995022,HPM,皇富矿业,购买,590,5.19,3062.10,0.00,交易完成,"2016-06-27 12:28:57"
2016389,HPM,皇富矿业,出售,9078,5.19,47114.82,471.15,交易完成,"2016-06-27 12:27:21"
WCG889,HPM,皇富矿业,出售,4509,5.19,23401.71,234.02,交易完成,"2016-06-27 12:18:33"
P87149599,HPM,皇富矿业,出售,17030,5.19,88385.70,883.86,交易完成,"2016-06-27 12:14:57"
60572725,PPE,越南电力油气咨询工程公司,购买,2,4.89,9.78,0.00,交易完成,"2016-06-27 12:13:51"
26912698,HPM,皇富矿业,购买,5781,5.19,30003.39,0.00,交易完成,"2016-06-27 12:12:10"
zar888,HPM,皇富矿业,出售,3418,5.19,17739.42,177.39,交易完成,"2016-06-27 12:11:38"
Yt062,HPM,皇富矿业,购买,121,5.19,627.99,0.00,交易完成,"2016-06-27 12:10:19"
77778888,HPM,皇富矿业,出售,25233,5.19,130959.27,1309.59,交易完成,"2016-06-27 12:09:54"
6039,HPM,皇富矿业,购买,96,5.19,498.24,0.00,交易完成,"2016-06-27 12:08:36"
99094176,HPM,皇富矿业,购买,123,5.19,638.37,0.00,交易完成,"2016-06-27 12:08:33"
99995321,PPE,越南电力油气咨询工程公司,购买,2863,4.89,14000.07,0.00,交易完成,"2016-06-27 12:06:23"
P84647396,HPM,皇富矿业,购买,2356,5.19,12227.64,0.00,交易完成,"2016-06-27 12:04:24"
MM5200,HPM,皇富矿业,购买,1361,5.19,7063.59,0.00,交易完成,"2016-06-27 12:04:08"
557866,PPE,越南电力油气咨询工程公司,购买,1000,4.89,4890.00,0.00,交易完成,"2016-06-27 12:01:44"
7211756,HPM,皇富矿业,出售,5200,5.19,26988.00,269.88,交易完成,"2016-06-27 12:01:00"
007888,HPM,皇富矿业,出售,2253,5.19,11693.07,116.93,交易完成,"2016-06-27 11:54:48"
LJW001,HPM,皇富矿业,出售,19242,5.19,99865.98,998.66,交易完成,"2016-06-27 11:52:54"
90826071,HPM,皇富矿业,出售,19000,5.19,98610.00,986.10,交易完成,"2016-06-27 11:52:39"
ZFF001,HPM,皇富矿业,出售,2450,5.19,12715.50,127.16,交易完成,"2016-06-27 11:51:00"
YT6655,HPM,皇富矿业,购买,50000,5.19,259500.00,0.00,交易完成,"2016-06-27 11:49:49"
YT778335,HPM,皇富矿业,购买,12074,5.19,62664.06,0.00,交易完成,"2016-06-27 11:48:17"
2808998,HPM,皇富矿业,购买,6745,5.19,35006.55,0.00,交易完成,"2016-06-27 11:48:11"
LYP001,HPM,皇富矿业,出售,5000,5.19,25950.00,259.50,交易完成,"2016-06-27 11:42:23"
99991946,HPM,皇富矿业,出售,2550,5.19,13234.50,132.35,交易完成,"2016-06-27 11:40:50"
84003908,HPM,皇富矿业,购买,27359,5.19,141993.21,0.00,交易完成,"2016-06-27 11:37:34"
YT778335,HPM,皇富矿业,购买,10000,5.19,51900.00,0.00,交易完成,"2016-06-27 11:37:15"
